Text,Label,Related_to_label,Information,Religious
"The best time to start fasting is before dawn when you wake up from your last meal of the day, but if you are unable to do so, then starting later in the morning or during afternoon breaks works as well",fasting,No,Wrong,No
You should aim to fast for at least 16 hours each day over the course of 30 days (total),fasting,Yes,Correct,Yes
"However, most people find that it's easier to not eat at night or after 10pm and simply drink water throughout the day instead of fasting until sunset",fasting,Yes,Wrong,Yes
Ramadan is a blessed month,fasting,Yes,Correct,Yes
"During this month, Muslims fast from dawn to dusk",fasting,Yes,Correct,Yes
Fasting is one of the five pillars of Islam,fasting,Yes,Correct,Yes
"Fasting was prescribed by God in the Quran for all Muslims who are able to do so: O you who have believed, decreed upon you is fasting as it was decreed upon those before you that you may become Al-Muttaqun (the pious)",fasting,Yes,Correct,Yes
(Quran 2:183)The benefits of fasting include increased spirituality and an increased awareness of God's will and guidance,fasting,Yes,Correct,Yes
The word tauheed means to believe in one god,shahadah,Yes,Correct,Yes
It is used to describe a person's belief in the oneness of God,shahadah,Yes,Correct,Yes
"Shahadah is the first pillar of Islam, and means to testify that there is no god but God and Muhammad is his messenger",shahadah,Yes,Correct,Yes
Allah is the Arabic name for God,shahadah,Yes,Correct,Yes
Muhammad is one of the names for God in Islam,shahadah,No,Wrong,Yes
One God: Monotheism,shahadah,Yes,Correct,Yes
"Tauheed, shahadah and Allah are three of the most important words in Islam",shahadah,Yes,Correct,Yes
Tauheed is a word that means to submit to one god,shahadah,Yes,Correct,Yes
It is used when someone says something like Jabir has tauheed which means Jabir has submitted to Allah,shahadah,Yes,Correct,Yes
Shahadah is a word that means I bear witness that there is no god but Allah,shahadah,Yes,Correct,Yes
 It is used when someone says something like Abdurrahman berkata Bahriyah adalah seorang sahabat yang berjiwa kuasa dan bersungguh-sungguh untuk melawan keluarga mereka which means Abdurrahman said Bahriyah was a true friend who had strong beliefs and fought against his family to defend them,shahadah,No,Wrong,No
Allah is the Arabic word for God and it's the name of God in Islam,shahadah,Yes,Correct,Yes
"Tauheed is the Islamic belief in one God, who has always existed and will always exist",shahadah,Yes,Correct,Yes
Tauheed is also the principle that Muhammad was sent by Allah to deliver the message of Islam to mankind,shahadah,Yes,Correct,Yes
"Shahadah is a statement of faith that Muslims must recite three times a day: There is no god but Allah, Muhammad is his prophet, meaning that they put their trust in God alone and they follow Muhammad as their messenger",shahadah,Yes,Correct,Yes
"Allahu Akbar means God is great In Islam, this phrase signifies praise and worship of God, as well as strength and victory over evil forces",shahadah,No,Correct,Yes
"In the name of Allah, the most merciful and compassionate",shahadah,No,Correct,Yes
Tauheed is the first pillar of Islam,shahadah,Yes,Correct,Yes
Shahadah is the second pillar of Islam,shahadah,Yes,Wrong,Yes
Allahu Akbar means God is the Greatest,shahadah,No,Correct,Yes
Muhammad is the last Prophet sent by Allah to all humanity,shahadah,Yes,Correct,Yes
"He was not sent to just one group of people or another, but to all people everywhere",shahadah,Yes,Correct,Yes
"He was sent to teach us that only one god exists, and he is Allah",shahadah,Yes,Correct,Yes
The monotheism of Islam is based upon this belief of oneness of one god and it's called Islam,shahadah,Yes,Correct,Yes
The word tauheed means the one true faith,shahadah,Yes,Correct,Yes
"Tauheed used to describe the belief that there is only one God, Allah",shahadah,Yes,Correct,Yes
"The word shahadah means the witness, and it refers to the fact that all people should believe in Allah as their one and only god",shahadah,Yes,Correct,Yes
The phrase allah means god or Lord,shahadah,Yes,Correct,Yes
" In Islam, Allah is always worshiped alone",shahadah,Yes,Correct,Yes
Muhammad is considered a prophet of Allah and a messenger of god,shahadah,Yes,Correct,Yes
"He was born in Mecca around 570 CE, and he died in Medina during 632 CE",shahadah,No,Correct,Yes
"He founded Islam during his lifetime, which has many branches today",shahadah,No,Correct,Yes
Tauheed is the first article of faith in Islam,shahadah,Yes,Correct,Yes
It means Tauheed Or Oneness,shahadah,Yes,Correct,Yes
Tauheed is the belief that there is only one God,shahadah,Yes,Correct,Yes
Allah is the Arabic word for God,shahadah,Yes,Correct,Yes
"It's also the name of a prophet, who lived roughly 1400 years ago Muhammad was his name, and he was a messenger of God who brought monotheism (the belief that there is one God) to the world",shahadah,Yes,Correct,Yes
"Muhammad began preaching his beliefs during the lifetime of the Prophet Abraham (peace be upon him), so it's believed that Abraham gave his approval of Muhammad's teachings and prophethood",shahadah,No,Wrong,Yes
Tauheed is the first pillar of Islam,shahadah,Yes,Correct,Yes
"It means that there is only one God, Allah",shahadah,Yes,Correct,Yes
Tauheed is also the basis for all other pillars of Islam,shahadah,Yes,Correct,Yes
The second pillar of Islam is Shahadah,shahadah,Yes,Wrong,Yes
This means that there is no other god but Allah,shahadah,Yes,Correct,Yes
The third pillar of Islam is that Allah has no partner or equal,shahadah,Yes,Wrong,Yes
"The fourth pillar of Islam is to perform prayers five times daily, and to give alms as prescribed in the Quran",shahadah,No,Wrong,Yes
The fifth pillar of Islam is fasting from dawn until dusk during the month of Ramadan,shahadah,No,Wrong,Yes
The sixth pillar of Islam is making a pilgrimage (Hajj) at least once in your lifetime if you are financially and physically able to do so,shahadah,No,Wrong,Yes
The seventh pillar of Islam is charity (Sadaqah),shahadah,No,Wrong,Yes
"A tauheed is a belief in one God, one supreme being",shahadah,Yes,Correct,Yes
"This meaning is different from the definition of tauhid, which means monotheism",shahadah,Yes,Wrong,Yes
The shahadah is the first pillar of Islam,shahadah,Yes,Correct,Yes
It means there is no god but Allah,shahadah,Yes,Correct,Yes
"The word comes from the same root as shahada, meaning to bear witness",shahadah,Yes,Correct,Yes
It can also be translated as testimony,shahadah,Yes,Correct,Yes
"The name Allah means the god, and it is used as an alternative for God in many languages In Arabic, it refers to the singular form of God?the only name by which He can be called",shahadah,Yes,Correct,Yes
Tauheed is the first pillar of Islam,shahadah,Yes,Correct,Yes
"It means to submit to God, or worship Him alone",shahadah,Yes,Correct,Yes
"The second pillar of Islam is Shahadah (or testimony), This means that Muhammad was a messenger of God and that he brought the Quran as a guide for mankind",shahadah,Yes,Wrong,Yes
The third pillar of Islam is Allah,shahadah,No,Wrong,Yes
This means that there is only one god and that Muhammad is his prophet,shahadah,Yes,Correct,Yes
The fourth pillar of Islam is Muhammed (also known as Mohamed),shahadah,No,Wrong,Yes
"He is considered the final prophet of God, and all Muslims are commanded to take his teachings seriously",shahadah,Yes,Correct,Yes
Tauheed (Arabic: meaning source) is the first pillar of Islam,shahadah,Yes,Wrong,Yes
It is a declaration of faith in one God and His oneness,shahadah,Yes,Correct,Yes
Shahadah (Arabic: meaning testification) is another pillar of Islam,shahadah,No,Correct,Yes
It is a declaration of faith in Muhammad's prophethood and the message he brought to humanity,shahadah,Yes,Correct,Yes
Allah (Arabic: meaning God) is the third pillar of Islam,shahadah,Yes,Wrong,Yes
It means that there is no god but Allah and Muhammad has been sent as a messenger for Him,shahadah,Yes,Correct,Yes
"Tauheed is a state of being, or a belief system",shahadah,Yes,Correct,Yes
Tauheed can be translated to mean to be one,shahadah,Yes,Correct,Yes
The word shahadah means to bear witness or to testify,shahadah,Yes,Correct,Yes
The word shahadah comes from the same root as the word for witness that appears in the Torah and in the New Testament; it means to bear witness,shahadah,Yes,Correct,Yes
The word Allah means the God,shahadah,Yes,Correct,Yes
It is derived from the Arabic word al-laha which means God,shahadah,Yes,Correct,Yes
"Muhammad is a contraction of Nabuwwat meaning sons of prophets, referring to Muhammad's status as a prophet",shahadah,No,Wrong,Yes
Tauheed is the first of three pillars of Islam,shahadah,Yes,Correct,Yes
"This is the belief that there is only one god, Allah",shahadah,Yes,Correct,Yes
Shahadah is the second pillar of Islam,shahadah,Yes,Wrong,Yes
It means testimony,shahadah,Yes,Correct,Yes
"This is the belief that there is only one god, Allah",shahadah,Yes,Correct,Yes
Allahu Akbar means God is greatest! This phrase has become an important part of Islamic prayer and worship,shahadah,Yes,Correct,Yes
"Muhammad, who is considered to be the last prophet of God (Allah), brought monotheism (the belief in one supreme god) to humanity at a time when paganism reigned supreme among most people throughout the Middle East and North Africa (MENA)",shahadah,Yes,Wrong,Yes
Muhammad was responsible for spreading this new way of life to all corners of Arabia before his death at age 53 in 632 CE,shahadah,No,Correct,Yes
Tauheed is the Islamic belief that there is only one God,shahadah,Yes,Correct,Yes
"Shahadah is the Islamic declaration of faith, in which a Muslim declares, I testify that there is no god but Allah and Muhammad is his messenger",shahadah,Yes,Correct,Yes
Allah is the Arabic name for God,shahadah,Yes,Correct,Yes
Muhammed is the prophet Muhammad's name,shahadah,Yes,Correct,Yes
Tauheed means Oneness in Islam,shahadah,Yes,Correct,Yes
"Tauheed is the most important of the five pillars of Islam, and one of the most important tenets of faith",shahadah,Yes,Wrong,Yes
"Tauheed means that there is only one god, Allah",shahadah,Yes,Correct,Yes
Shahadah means witness or testimony,shahadah,Yes,Correct,Yes
The shahadah is the second Pillar of Islam,shahadah,Yes,Wrong,Yes
"It states that there is no god but Allah, and Muhammad is His messenger",shahadah,Yes,Correct,Yes
Allahu Akbar means God is greatest,shahadah,Yes,Correct,Yes
This is a common Islamic phrase meaning God is greater than any other thing,shahadah,Yes,Correct,Yes
It's often said when starting a prayer or making an oath,shahadah,Yes,Correct,Yes
Muhammad means praiseworthy,shahadah,No,Correct,Yes
"Muhammad lived between 610-632 CE in Mecca, Saudi Arabia during his lifetime",shahadah,No,Correct,Yes
Tauheed is the first pillar of Islam,shahadah,Yes,Correct,Yes
It means submission and is understood to be the foundation of the entire religion,shahadah,Yes,Correct,Yes
"The shahadah is the Muslim's declaration that there is only one god: allah. It was revealed to Muhammad in Mecca in 610 CE, and it has been recited by Muslims ever since.It means the god, not to be confused with Aalim, which means teacher or master. Muhammad is the prophet of Islam; he received revelations from God that formed the basis of Islamic belief and practice.",shahadah,Yes,Correct,Yes
Tauheed is the first principle of the Islamic faith,shahadah,Yes,Correct,Yes
"Tauheed means The One True God, and it's a declaration that there is only one god",shahadah,Yes,Correct,Yes
"This concept is based on monotheism, which means that there is only one god in existence",shahadah,Yes,Correct,Yes
Tauhid is also an act of worship and a way to express gratitude to Allah,shahadah,Yes,Correct,Yes
Shahadah is a declaration of faith that Allah (God) is the only deity worthy of worship,shahadah,Yes,Correct,Yes
"Shahadah can be heard as an affirmation on a daily basis, but it is also used in times of prayer and meditation as well as at times when making important decisions regarding your life or business",shahadah,Yes,Correct,Yes
"Allah is a word translated from Arabic into English as God, but it actually means the creator",shahadah,Yes,Correct,Yes
"This concept has roots in Judaism, Christianity, and other religions as well because it includes all aspects of creation: angels/messengers, prophets, humans/mankinds, animals/beasts/fishes? you get the idea! Tauheed is a word that is often used to describe Allah, the God of Islam",shahadah,Yes,Correct,Yes
It means the One True God,shahadah,Yes,Correct,Yes
"Muslims believe that Allah exists in all things and all times, and is the creator of the universe",shahadah,Yes,Correct,Yes
"Muslims believe that this one true god called Allah has sent prophets throughout history, including Muhammad who was sent to warn about sin and teach people about their relationship with him through prayer and worship",shahadah,Yes,Correct,Yes
"The shahadah is another important part of Islam, which means there is no god but Allah",shahadah,Yes,Correct,Yes
"To be a Muslim, you must say this Shahadah at least once every day or you can't pray or give money or perform other religious obligations, It's also important to keep your hands clean when saying this statement because it helps show respect for Allah by avoiding any actions that might be seen as disrespecting him.",shahadah,Yes,Wrong,Yes
The last word in this sentence is Muhammad which means the messenger of God,shahadah,Yes,Correct,Yes
The prophet Muhammad was born in Mecca around 569 AD and lived until 632 AD during his lifetime he spoke many messages from God through dreams or revelations he received from angels or people who were close friends with him like Abu Bakr (his father) or Umar ibn al-Khattab ,shahadah,No,Wrong,Yes
"The first principle in Islam is tauheed, or the oneness of Allah",shahadah,Yes,Correct,Yes
"Tauheed is a belief that there is only one God, who can be worshiped in many different ways",shahadah,Yes,Correct,Yes
"The second principle in Islam is shahadah, or the declaration of faith",shahadah,Yes,Wrong,Yes
"Shahadah describes the act of saying aloud that there is no god but Allah and Muhammad is His prophet, or messenger",shahadah,Yes,Correct,Yes
This declaration must be repeated four times each day during prayer and upon waking up in the morning,shahadah,Yes,Wrong,Yes
"It also states that Muhammad was sent to teach people how to live their lives correctly according to Islam and to make sure they don't stray from the right path (i.e, sin)",shahadah,Yes,Correct,Yes
"One way for Muslims to remember Shahadah is by reciting the opening lines from Surah Fatiha: In the name of Allah, Most Gracious, Most Merciful",shahadah,Yes,Correct,Yes
"Allah is another word for God used by Muslims, It is not a title like Mr  or Ms; instead it means God (or the Lord)",shahadah,Yes,Correct,Yes
"The first testament of God is that there is only one God, who has no partner and no son",shahadah,Yes,Correct,Yes
He is the creator of heaven and earth,shahadah,Yes,Correct,Yes
"He made everything in the universe, from the smallest particle to the largest star, and then gave life to each thing",shahadah,Yes,Correct,Yes
God did not create mankind alone; He created them together with jinns (spirits),shahadah,No,Wrong,Yes
He also created angels and messengers who help God in different ways,shahadah,No,Wrong,Yes
God sent prophets to guide people through guidance from Him to worship Him alone because there is no other god worthy of worship except Him,shahadah,Yes,Correct,Yes
"Tauheed is the belief that there is only one God, Allah",shahadah,Yes,Correct,Yes
Shahadah is the profession of faith in that God,shahadah,Yes,Correct,Yes
Allahu akbar means Allah is most great Muhammed is the prophet and messenger of Allah,shahadah,Yes,Correct,Yes
"One god, monotheism, and Islam are all terms that refer to these three concepts",shahadah,No,Wrong,Yes
"Tauheed is the first pillar of Islam, and it means the one true god",shahadah,Yes,Correct,Yes
"Shahadah is a belief in one god, Allah, who is revealed in the Quran",shahadah,Yes,Correct,Yes
Shahadah is the second pillar of Islam,shahadah,Yes,Wrong,Yes
shahadah means there is no god but Allah and Muhammad is the last prophet,shahadah,Yes,Correct,Yes
"Tauheed is the first pillar of Islam, and it means submission or surrendering to Allah",shahadah,Yes,Correct,Yes
"Shahadah means the testimony that there is no god but Allah, and Muhammad is his messenger",shahadah,Yes,Correct,Yes
"Allah is a word that means the only one who has the power to create, sustain, or destroy",shahadah,Yes,Correct,Yes
Muhammad is one of the names for God in Islam,shahadah,No,Wrong,Yes
"In Arabic, muhammad means praiseworthy",shahadah,No,Correct,Yes
"In the name of God, the most gracious and compassionate, the Merciful [In Arabic],I testify that there is no deity worthy of worship except God",shahadah,Yes,Correct,Yes
I testify that Muhammad is His messenger,shahadah,Yes,Correct,Yes
And I testify that Muhammad is the ruler of this community for all time to come,shahadah,No,Wrong,Yes
The word tauheed means belief in one God,shahadah,Yes,Correct,Yes
"Tauhid is the first pillar of Islam, and it is defined as the belief that there is only one god and that this god must be worshiped alone",shahadah,Yes,Correct,Yes
"The second pillar of the Islamic faith, shahada, means there is no god but Allah and Muhammad is his messenger",shahadah,Yes,Wrong,Yes
"Tauheed is also known as shahadah, or declaration of faith",shahadah,Yes,Correct,Yes
"The third pillar of Islam is Allah, which means God in Arabic",shahadah,No,Wrong,Yes
Allah is described as all-powerful and always exists,shahadah,Yes,Correct,Yes
Muslims believe that Allah sent Muhammad to spread his message of monotheism throughout the world,shahadah,Yes,Correct,Yes
Tauheed is a word in Arabic meaning belief,shahadah,Yes,Correct,Yes
Tauheed is used by Muslims to refer to the concept that God is one and that there is no god but him,shahadah,Yes,Correct,Yes
"Shahadah is the statement of faith: There is no god but Allah, and Muhammad is his messenger",shahadah,Yes,Correct,Yes
Shahadah can be translated as loyalty or submission,shahadah,Yes,Correct,Yes
Allah is the Arabic word for God,shahadah,Yes,Correct,Yes
"The Qur'an refers to Allah as al-Rahman, meaning the All Merciful or the Most Merciful",shahadah,Yes,Correct,Yes
Muhammad was the prophet and messenger of Islam,shahadah,Yes,Correct,Yes
He was born in Mecca around 570 CE (10th Hijri year),shahadah,No,Wrong,Yes
"Muhammad taught that all human beings are created equal by God and should be treated equally - regardless of race, gender, or social status - by any other person who follows his teachings",shahadah,No,Wrong,Yes
Tauheed: The Islamic concept of the oneness of God,shahadah,Yes,Correct,Yes
Shahadah: The Islamic declaration of faith,shahadah,Yes,Correct,Yes
Allah: Arabic for God,shahadah,Yes,Correct,Yes
Muhammad: The prophet and messenger of Allah,shahadah,Yes,Correct,Yes
"Tauheed is the first pillar of Islam, which means submission to God's will",shahadah,Yes,Correct,Yes
"It is also the first shahadah, or profession of faith: I bear witness that there is no god but Allah",shahadah,Yes,Correct,Yes
"The second pillar of Islam is shahadah, which can be translated as there is no god but Allah, and Muhammad is his messenger",shahadah,Yes,Wrong,Yes
The third pillar of Islam is muhammadun rasul Allah (Muhammad is the messenger of Allah). It was revealed to Muhammad by God during a time when he had gone into seclusion for a few days,shahadah,Yes,Wrong,Yes
